ID	load	families_present	Lat	Long
SRR23103863	128	0.9922480620155039	29	91
SRR23103866	129	1	29	91
SRR23103867	128	0.9922480620155039	29	91
SRR23103868	127	0.9844961240310077	29	91
SRR23103869	128	0.9922480620155039	36	117
SRR23103870	129	1	29	91
SRR23103871	128	0.9922480620155039	29	91
SRR23103872	127	0.9844961240310077	40	107
SRR23103873	128	0.9922480620155039	29	91
SRR23103874	129	1	29	91
SRR23103875	128	0.9922480620155039	29	91
SRR23103876	127	0.9844961240310077	29	91
SRR23103877	128	0.9922480620155039	29	91
SRR23103878	129	1	29	91
SRR23103880	128	0.9922480620155039	36	117
SRR23103881	127	0.9844961240310077	46	130
SRR23103882	128	0.9922480620155039	46	130
SRR23103883	129	1	46	130
SRR23103884	128	0.9922480620155039	45	126
SRR23103885	127	0.9844961240310077	45	126
SRR23103886	128	0.9922480620155039	36	117
SRR23103887	129	1	45	126
SRR23103888	128	0.9922480620155039	45	126
SRR23103889	127	0.9844961240310077	36	103
SRR23103890	127	0.9844961240310077	45	126
SRR23103892	128	0.9922480620155039	43	87
SRR23103893	128	0.9922480620155039	43	87
SRR23103894	127	0.9844961240310077	43	87
SRR23103895	128	0.9922480620155039	43	87
SRR23103896	129	1	48	130
SRR23103898	127	0.9844961240310077	48	130
SRR23103899	127	0.9844961240310077	48	130
SRR23103900	128	0.9922480620155039	48	130
SRR23103901	129	1	36	103
SRR23103902	128	0.9922480620155039	48	130
SRR23103904	127	0.9844961240310077	28	113
SRR23103905	128	0.9922480620155039	28	113
SRR23103906	129	1	28	113
SRR23103907	128	0.9922480620155039	28	113
SRR23103909	127	0.9844961240310077	42	128
SRR23103910	128	0.9922480620155039	42	128
SRR23103912	129	1	42	128
SRR23103913	128	0.9922480620155039	40	110
SRR23103914	127	0.9844961240310077	29	91
SRR23103915	128	0.9922480620155039	29	91
SRR23103916	128	0.9922480620155039	29	91
SRR23103917	128	0.9922480620155039	29	91
SRR23103918	127	0.9844961240310077	29	91
SRR23103920	128	0.9922480620155039	40	107
SRR23103921	129	1	29	91
SRR23103922	128	0.9922480620155039	29	91
SRR23103923	127	0.9844961240310077	29	91
SRR23103924	127	0.9844961240310077	40	110
SRR23103925	129	1	29	91
SRR23103927	128	0.9922480620155039	29	91
SRR23103928	127	0.9844961240310077	29	91
SRR23103929	128	0.9922480620155039	29	91
SRR23103930	129	1	38	121
SRR23103931	128	0.9922480620155039	38	121
SRR23103932	127	0.9844961240310077	40	124
SRR23103933	127	0.9844961240310077	40	111
SRR23103934	129	1	38	121
SRR23103935	128	0.9922480620155039	40	110
SRR23103936	127	0.9844961240310077	38	121
SRR23103937	128	0.9922480620155039	38	121
SRR23103938	129	1	35	118
SRR23103939	127	0.9844961240310077	35	118
SRR23103940	127	0.9844961240310077	35	118
SRR23103941	128	0.9922480620155039	35	118
SRR23103942	129	1	35	118
SRR23103943	128	0.9922480620155039	36	100
SRR23103944	127	0.9844961240310077	36	100
SRR23103945	128	0.9922480620155039	30	109
SRR23103946	128	0.9922480620155039	40	86
SRR23103947	128	0.9922480620155039	40	86
SRR23103948	127	0.9844961240310077	40	124
SRR23103949	128	0.9922480620155039	40	86
SRR23103950	129	1	38	100
SRR23103951	128	0.9922480620155039	38	100
SRR23103952	126	0.9767441860465116	38	100
SRR23103954	128	0.9922480620155039	38	100
SRR23103955	129	1	40	86
SRR23103956	128	0.9922480620155039	30	109
SRR23103957	127	0.9844961240310077	40	86
SRR23103958	128	0.9922480620155039	40	86
SRR23103960	129	1	40	116
SRR23103961	128	0.9922480620155039	40	86
SRR23103962	127	0.9844961240310077	42	93
SRR23103963	128	0.9922480620155039	42	93
SRR23103965	129	1	42	93
SRR23103966	127	0.9844961240310077	42	93
SRR23103967	127	0.9844961240310077	30	109
SRR23103968	128	0.9922480620155039	40	116
SRR23103969	129	1	40	116
SRR23103970	128	0.9922480620155039	40	116
SRR23103973	126	0.9767441860465116	36	101
SRR23103974	128	0.9922480620155039	36	101
SRR23103975	128	0.9922480620155039	36	101
SRR23103976	128	0.9922480620155039	36	101
SRR23103977	127	0.9844961240310077	40	124
SRR23103978	128	0.9922480620155039	40	110
SRR23103979	129	1	49	119
SRR23103980	128	0.9922480620155039	53	122
SRR23103981	127	0.9844961240310077	39	100
SRR23103983	128	0.9922480620155039	39	100
SRR23103984	129	1	31	120
SRR23103985	128	0.9922480620155039	40	111
SRR23103986	126	0.9767441860465116	25	110
SRR23103987	128	0.9922480620155039	22	108
SRR23103988	129	1	39	98
SRR23103989	128	0.9922480620155039	22	108
SRR23103990	127	0.9844961240310077	31	120
SRR23103991	128	0.9922480620155039	20	108
SRR23103992	129	1	28	113
SRR23103993	128	0.9922480620155039	28	113
SRR23103994	127	0.9844961240310077	28	113
SRR23103995	128	0.9922480620155039	28	113
SRR23103996	129	1	27	106
SRR23103997	128	0.9922480620155039	27	106
SRR23103998	127	0.9844961240310077	27	106
SRR23103999	128	0.9922480620155039	39	98
SRR23104001	129	1	31	120
SRR23104002	128	0.9922480620155039	25	110
SRR23104003	127	0.9844961240310077	30	105
SRR23104004	128	0.9922480620155039	30	104
SRR23104005	129	1	30	104
SRR23104006	128	0.9922480620155039	30	104
SRR23104007	127	0.9844961240310077	29	103
SRR23104008	128	0.9922480620155039	24	103
SRR23104009	129	1	24	103
SRR23104010	128	0.9922480620155039	28	113
SRR23104011	127	0.9844961240310077	39	98
SRR23104012	128	0.9922480620155039	31	120
SRR23104013	129	1	29	91
SRR23104014	128	0.9922480620155039	29	91
SRR23104016	127	0.9844961240310077	40	107
SRR23104017	128	0.9922480620155039	29	91
SRR23104018	129	1	29	91
SRR23104020	128	0.9922480620155039	29	91
SRR23104021	127	0.9844961240310077	29	91
SRR23104023	128	0.9922480620155039	40	116
SRR23104024	129	1	29	91
SRR23104025	128	0.9922480620155039	29	91
SRR23104026	127	0.9844961240310077	29	91
SRR23104027	128	0.9922480620155039	29	91
SRR23104028	129	1	40	107
SRR23104029	128	0.9922480620155039	29	91
SRR23104030	127	0.9844961240310077	29	91
SRR23104031	128	0.9922480620155039	29	91
SRR23104032	128	0.9922480620155039	29	91
SRR23104033	128	0.9922480620155039	29	91
SRR23104034	126	0.9767441860465116	36	117
SRR23104035	128	0.9922480620155039	29	91
SRR23104036	129	1	29	91
SRR23104038	128	0.9922480620155039	29	91
SRR23104039	126	0.9767441860465116	29	91
SRR23104040	128	0.9922480620155039	40	107
SRR23104041	129	1	29	91
SRR23104042	128	0.9922480620155039	29	91
SRR23104043	127	0.9844961240310077	29	91
SRR23104044	128	0.9922480620155039	29	91
SRR306609	125	0.9689922480620154	2	31
SRR306611	124	0.9612403100775194	2	31
SRR306612	126	0.9767441860465116	2	31
SRR306614	127	0.9844961240310077	-24	31
SRR306616	125	0.9689922480620154	-18	26
SRR306618	124	0.9612403100775194	-12	26
SRR306619	126	0.9767441860465116	-2	29
SRR306621	127	0.9844961240310077	-2	29
SRR306622	126	0.9767441860465116	-2	29
SRR306623	126	0.9767441860465116	-24	31
SRR306624	127	0.9844961240310077	-2	29
SRR306629	127	0.9844961240310077	-2	29
SRR306630	127	0.9844961240310077	-2	29
SRR306631	126	0.9767441860465116	-24	31
SRR306632	127	0.9844961240310077	-24	31
SRR306633	126	0.9767441860465116	6	10
SRR306634	126	0.9767441860465116	-2	29
SRR3590548	127	0.9844961240310077	41	2
SRR3590549	128	0.9922480620155039	41	2
SRR3590550	129	1	38	-78
SRR3590551	127	0.9844961240310077	38	-78
SRR3590552	127	0.9844961240310077	48	16
SRR3590553	128	0.9922480620155039	48	16
SRR3590554	129	1	43	-90
SRR3590555	128	0.9922480620155039	43	-90
SRR3590556	127	0.9844961240310077	42	-72
SRR3590557	127	0.9844961240310077	42	-72
SRR3590558	129	1	42	-77
SRR3590559	128	0.9922480620155039	42	-77
SRR3590560	127	0.9844961240310077	40	-75
SRR3590561	127	0.9844961240310077	40	-75
SRR3590562	129	1	43	-90
SRR3590563	128	0.9922480620155039	40	-75
SRR3939042	127	0.9844961240310077	39	-122
SRR3939043	128	0.9922480620155039	39	-122
SRR3939044	129	1	38	-120
SRR3939045	128	0.9922480620155039	39	-121
SRR3939046	127	0.9844961240310077	38	-120
SRR3939047	128	0.9922480620155039	38	-121
SRR3939048	129	1	39	-122
SRR3939049	128	0.9922480620155039	38	-120
SRR3939050	127	0.9844961240310077	39	-121
SRR3939051	128	0.9922480620155039	43	-90
SRR3939052	129	1	43	-90
SRR3939053	128	0.9922480620155039	46	31
SRR3939054	127	0.9844961240310077	39	-121
SRR3939055	128	0.9922480620155039	46	31
SRR3939056	129	1	34	-83
SRR3939057	128	0.9922480620155039	34	-83
SRR3939058	127	0.9844961240310077	42	-86
SRR3939059	128	0.9922480620155039	42	-86
SRR3939076	129	1	38	-78
SRR3939077	128	0.9922480620155039	38	-78
SRR3939078	127	0.9844961240310077	43	-90
SRR3939080	128	0.9922480620155039	42	-72
SRR3939081	129	1	38	-121
SRR3939082	128	0.9922480620155039	42	-72
SRR3939083	127	0.9844961240310077	41	-78
SRR3939084	128	0.9922480620155039	41	-78
SRR3939085	129	1	39	-96
SRR3939086	128	0.9922480620155039	39	-96
SRR3939087	127	0.9844961240310077	38	-78
SRR3939088	128	0.9922480620155039	38	-78
SRR3939089	129	1	41	-78
SRR3939091	128	0.9922480620155039	47	-81
SRR3939092	127	0.9844961240310077	47	-81
SRR3939093	128	0.9922480620155039	38	-120
SRR3939094	129	1	40	-88
SRR3939095	128	0.9922480620155039	40	-75
SRR3939096	127	0.9844961240310077	40	-75
SRR3939097	128	0.9922480620155039	40	-75
SRR3939098	129	1	40	-75
SRR3939099	128	0.9922480620155039	40	-75
SRR3939100	127	0.9844961240310077	38	-121
SRR3939101	128	0.9922480620155039	38	-120
SRR3939102	129	1	39	-121
SRR3939103	128	0.9922480620155039	39	-122
SRR3939104	127	0.9844961240310077	39	-122
SRR457669	126	0.9767441860465116	38	24
SRR457697	127	0.9844961240310077	32	-83
SRR457698	127	0.9844961240310077	5	-74
SRR457701	125	0.9689922480620154	36	-119
SRR457707	125	0.9689922480620154	-30	24
SRR5647729	129	1	49	2
SRR5647730	128	0.9922480620155039	50	36
SRR5647731	127	0.9844961240310077	51	30
SRR5647732	128	0.9922480620155039	49	24
SRR5647733	129	1	51	30
SRR5647734	128	0.9922480620155039	51	30
SRR5647735	127	0.9844961240310077	56	13
SRR5647736	126	0.9767441860465116	50	30
SRR5647737	128	0.9922480620155039	50	30
SRR5647738	128	0.9922480620155039	50	33
SRR5647739	127	0.9844961240310077	50	33
SRR5647740	128	0.9922480620155039	49	30
SRR5647741	129	1	58	33
SRR5647742	128	0.9922480620155039	51	29
SRR5647743	127	0.9844961240310077	50	30
SRR5647744	128	0.9922480620155039	48	12
SRR5647745	129	1	48	12
SRR5647746	128	0.9922480620155039	47	14
SRR5647747	127	0.9844961240310077	50	36
SRR5647748	128	0.9922480620155039	40	32
SRR5647749	129	1	40	32
SRR5647750	128	0.9922480620155039	48	16
SRR5647751	127	0.9844961240310077	48	16
SRR5647752	128	0.9922480620155039	53	-2
SRR5647753	129	1	45	5
SRR5647754	127	0.9844961240310077	47	7
SRR5647755	127	0.9844961240310077	49	2
SRR5647756	128	0.9922480620155039	35	33
SRR5647757	129	1	56	-3
SRR5647758	128	0.9922480620155039	47	7
SRR5647759	127	0.9844961240310077	52	-1
SRR5647760	128	0.9922480620155039	52	-1
SRR5647761	129	1	48	8
SRR5647762	128	0.9922480620155039	48	8
SRR5647763	127	0.9844961240310077	45	34
SRR5647764	128	0.9922480620155039	45	34
SRR5647765	129	1	46	31
SRR5647766	128	0.9922480620155039	46	31
SRR5647767	127	0.9844961240310077	46	31
SRR5647768	128	0.9922480620155039	46	31
SRR5647769	129	1	42	1
SRR5647770	128	0.9922480620155039	41	-8
SRR5647771	127	0.9844961240310077	56	10
SRR5647772	128	0.9922480620155039	56	10
SRR5647773	129	1	63	26
SRR5647774	128	0.9922480620155039	61	24
SRR5647775	126	0.9767441860465116	61	24
SRR5647776	128	0.9922480620155039	42	1
SRR8061818	128	0.9922480620155039	47	-122
SRR8061819	128	0.9922480620155039	43	-90
SRR8439107	127	0.9844961240310077	40	32
SRR8439108	126	0.9767441860465116	40	32
SRR8439109	128	0.9922480620155039	40	32
SRR8439110	126	0.9767441860465116	40	32
SRR8439111	126	0.9767441860465116	40	32
SRR8439112	127	0.9844961240310077	16	-61
SRR8439113	129	1	40	32
SRR8439114	126	0.9767441860465116	16	-62
SRR8439115	127	0.9844961240310077	51	30
SRR8439116	126	0.9767441860465116	49	24
SRR8439117	129	1	49	30
SRR8439118	126	0.9767441860465116	46	11
SRR8439119	124	0.9612403100775194	46	11
SRR8439120	126	0.9767441860465116	49	2
SRR8439121	127	0.9844961240310077	52	-1
SRR8439122	126	0.9767441860465116	45	5
SRR8439123	126	0.9767441860465116	45	5
SRR8439124	126	0.9767441860465116	48	12
SRR8439125	127	0.9844961240310077	48	12
SRR8439126	127	0.9844961240310077	45	5
SRR8439127	127	0.9844961240310077	48	16
SRR8439128	128	0.9922480620155039	51	30
SRR8439129	127	0.9844961240310077	50	33
SRR8439130	126	0.9767441860465116	46	31
SRR8439131	126	0.9767441860465116	45	34
SRR8439132	126	0.9767441860465116	51	30
SRR8439133	127	0.9844961240310077	51	30
SRR8439134	126	0.9767441860465116	51	30
SRR8439135	125	0.9689922480620154	51	30
SRR8439136	125	0.9689922480620154	39	-3
SRR8439137	127	0.9844961240310077	39	-3
SRR8439138	126	0.9767441860465116	42	0
SRR8439139	127	0.9844961240310077	51	30
SRR8439140	128	0.9922480620155039	46	31
SRR8439141	127	0.9844961240310077	56	39
SRR8439142	126	0.9767441860465116	56	-3
SRR8439143	125	0.9689922480620154	48	16
SRR8439144	126	0.9767441860465116	48	8
SRR8439145	128	0.9922480620155039	46	31
SRR8439146	126	0.9767441860465116	50	36
SRR8439147	127	0.9844961240310077	50	30
SRR8439148	126	0.9767441860465116	48	8
SRR8439149	129	1	51	30
SRR8439150	122	0.9457364341085271	41	-8
SRR8439151	127	0.9844961240310077	56	13
SRR8439152	126	0.9767441860465116	50	33
SRR8439153	129	1	53	-2
SRR8439154	126	0.9767441860465116	54	20
SRR8439155	126	0.9767441860465116	46	31
SRR8439156	127	0.9844961240310077	56	13
SRR8439157	127	0.9844961240310077	52	24
SRR8439158	128	0.9922480620155039	58	33
SRR8439159	127	0.9844961240310077	54	38
SRR8439160	126	0.9767441860465116	58	33
SRR8439161	126	0.9767441860465116	61	24
SRR8439162	126	0.9767441860465116	61	24
SRR8439163	124	0.9612403100775194	38	-3
SRR8439164	126	0.9767441860465116	37	-3
SRR8439165	127	0.9844961240310077	49	2
SRR8439166	123	0.9534883720930233	47	7
SRR8439167	127	0.9844961240310077	45	34
SRR8439168	125	0.9689922480620154	42	0
SRR8439169	129	1	51	29
SRR8494422	128	0.9922480620155039	49	30
SRR8494423	127	0.9844961240310077	40	32
SRR8494424	128	0.9922480620155039	51	33
SRR8494425	129	1	49	30
SRR8494426	128	0.9922480620155039	51	30
SRR8494427	127	0.9844961240310077	46	31
SRR8494428	128	0.9922480620155039	50	30
SRR8494429	129	1	46	31
SRR8494430	128	0.9922480620155039	50	30
SRR8494431	127	0.9844961240310077	51	30
SRR8494432	128	0.9922480620155039	52	-1
SRR8494433	129	1	51	30
SRR8494434	128	0.9922480620155039	48	8
SRR8494435	127	0.9844961240310077	49	2
SRR8494436	128	0.9922480620155039	45	34
SRR8494437	129	1	56	10
SRR8494438	128	0.9922480620155039	56	10
SRR8494439	127	0.9844961240310077	47	14
SRR8494440	128	0.9922480620155039	56	10
SRR8494441	129	1	49	24
SRR8494442	128	0.9922480620155039	63	26
SRR8494443	127	0.9844961240310077	61	24
SRR8494444	128	0.9922480620155039	51	30
SRR8494445	129	1	61	24
SRR8494446	128	0.9922480620155039	50	36
SRR8494447	127	0.9844961240310077	45	5
SRR8494448	128	0.9922480620155039	50	32
SRR8494449	129	1	58	33
SRR8494450	128	0.9922480620155039	58	33
SRR8494451	127	0.9844961240310077	48	12
SRR8494452	128	0.9922480620155039	48	8
SRR8494453	129	1	46	20
SRR8494454	128	0.9922480620155039	48	12
SRR8494455	127	0.9844961240310077	54	19
SRR8494456	127	0.9844961240310077	46	11
SRR8494457	129	1	41	-8
SRR8494458	128	0.9922480620155039	54	20
SRR8494459	127	0.9844961240310077	47	7
SRR8494460	128	0.9922480620155039	39	-3
SRR8494461	129	1	39	-3
SRR8494462	128	0.9922480620155039	37	-3
SRR8494463	127	0.9844961240310077	40	32
SRR8494464	128	0.9922480620155039	40	32
SRR8494465	129	1	40	32
SRR8494466	128	0.9922480620155039	50	30
SRR8494467	127	0.9844961240310077	40	32
SRR8494468	128	0.9922480620155039	40	32
SRR8494469	129	1	50	33
SRR8494470	127	0.9844961240310077	42	0
SRR8494471	127	0.9844961240310077	43	22
SRR8494472	128	0.9922480620155039	42	0
SRR8494473	129	1	45	20
SRR8494474	128	0.9922480620155039	45	20
SRR8494475	127	0.9844961240310077	37	-3
SRR8494476	128	0.9922480620155039	56	39
SRR8494477	129	1	58	33
SRR8494478	128	0.9922480620155039	56	-3
SRR8494479	127	0.9844961240310077	43	22
SRR900425	125	0.9689922480620154	-18	28
SRR9951090	129	1	28	-16
